摩的做梦都想不到，干掉他是送外卖的！,东临～天...,https://qiubai-video-web.qiushibaike.com/5C13QBOE6ONQMDML_hd.jpg?imageView2/1/w/150/h/112,['78'],3987
笑死我了,婉~儿,https://pic.qiushibaike.com/system/pictures/12122/121224581/small/3FWAVXEHFOCC1KS6.jpg?imageView2/1/w/150/h/112,['1'],253
说了你不信，我把自己扔出去好几米……,东临～天...,https://qiubai-video-web.qiushibaike.com/IJ8HHFOEFA3ZXT0W_hd.jpg?imageView2/1/w/150/h/112,['4'],339
有个奇葩室友的体验。,半根莲藕...,https://pic.qiushibaike.com/article/image/1CMJQKCCQMGPIVXE,['2'],312
刚刚给十个月大的儿子换尿布，给他检查屁屁有没有红时，一条便便突然就被推送出来。躲都躲不及，没有一点点防备,秋雨微凉...,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['5'],382
那些爆笑雷人的操作！！,窝里斗窝...,https://qiubai-video-web.qiushibaike.com/article/gif/KMLA939S5EYVUS6A.jpg?imageView2/1/w/150/h/112,['154'],2.0万
第一次见到，瑜伽圈是这样玩的,傻妞也,https://qiubai-video-web.qiushibaike.com/article/gif/IP8Y86WV0Z43P2UN.jpg?imageView2/1/w/150/h/112,[],247
让世界充满爱,调皮的小...,https://pic.qiushibaike.com/system/pictures/12122/121223532/small/J5F2A9TG28LCP2LF.jpg?imageView2/1/w/150/h/112,['5'],358
鱼：我是中央戏曲鱼塘毕业的,Tato...,https://qiubai-video-web.qiushibaike.com/D4G0SK60KZXAHTS7_hd.jpg?imageView2/1/w/150/h/112,['11'],489
生活在古代多可怕？,为你变了,https://qiubai-video-web.qiushibaike.com/CZ1S1UGM4NKVBPTV_hd.jpg?imageView2/1/w/150/h/112,['94'],1431
网友晒自己和骗子的聊天截图，简直戏精附体啊！,捻一丝江...,https://pic.qiushibaike.com/article/image/BBEHMOCDR4PNSXME,['2'],303
科技发展有利有弊。利的是人们不再依赖人工吹奏哀乐，一台手机一个蓝牙音箱足矣！弊的是手机会自己跳歌，于是葬礼上播放起了龚琳娜的神曲“忐忑”……,王八与蛋,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['6'],467
他曾经是一代舞王，直到后来他老婆出现。。,窝里斗窝...,https://qiubai-video-web.qiushibaike.com/article/gif/UK7O03PXJXQSQFB6.jpg?imageView2/1/w/150/h/112,['4'],604
落落特别黑，跟江南新婚那会儿穿了一双黑袜，江南趴开落落的黑袜以后，惊奇地问落落：媳妇，你咋穿了两双袜子呢？,老巫婆～...,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['32'],1123
身体无法承受灵魂的压力被灵魂摧毁了,Tato...,https://qiubai-video-web.qiushibaike.com/EWNKWDU8CIWVAIK1_hd.jpg?imageView2/1/w/150/h/112,['102'],3632
我心中的女神。,眼看春天...,https://pic.qiushibaike.com/system/pictures/12118/121182698/small/C8OSBY0XDH0DVNA9.jpg?imageView2/1/w/150/h/112,['2'],252
墙都不扶就服你！,傻妞也,https://qiubai-video-web.qiushibaike.com/VQDKL44E4O7Q5BXR_hd.jpg?imageView2/1/w/150/h/112,['18'],847
我是谁我在哪？宇宙是否有尽头?,谁取了我...,https://pic.qiushibaike.com/article/image/HU6JQLVHD897ENCN,['4'],236
～去男友家时给他侄子带了一大包零食，逗他说“我给你带这么多好吃，等你长大了赚钱了给我买好吃的吗，，”小家伙使劲的点头说“买，我给你买最好吃的西北风，，”“啊，西,最最最…...,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['23'],1586
互相伤害啊,爹爹～～,https://pic.qiushibaike.com/article/image/9S3PU1F985BE3HUB,['1'],264
忽然发现垃圾筒可以来点5毛特效！,东临～天...,https://qiubai-video-web.qiushibaike.com/N0HISN4PAA9SP556_hd.jpg?imageView2/1/w/150/h/112,['33'],1895
男子一年违章15次被退婚，女友：车品见人品，违章的男人不能嫁,余生都会...,https://pic.qiushibaike.com/system/pictures/12113/121138709/small/2L7X09EBFL764SNR.jpg?imageView2/1/w/150/h/112,['47'],902
不作就不会死,尛惢惢,https://qiubai-video-web.qiushibaike.com/2YG4VG4J5HSIXF3O_hd.jpg?imageView2/1/w/150/h/112,['5'],310
360行行行出状元啊，这包馄饨的速度也太快了,傻妞也,https://qiubai-video-web.qiushibaike.com/article/gif/TCR2HELU0319HUKN.jpg?imageView2/1/w/150/h/112,['5'],505
爸妈因为一件小事大吵，我在旁边劝架。老妈气急了把她手机摔了，我爸就不乐意了，“你吵归吵，摔什么东西！”老妈针锋相对：“我的东西爱怎样就怎样！”听完老爸随手给我一,小姑娘、...,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['10'],661
来自小朋友的蔑视，那股骄傲的眼神我永远不会忘记,傻妞也,https://qiubai-video-web.qiushibaike.com/article/gif/8SZZA86US56NO3DU.jpg?imageView2/1/w/150/h/112,['78'],7933
有道理，我选择上交工资。,砸妳家玻...,https://pic.qiushibaike.com/system/pictures/12115/121154011/small/0ORZ1FAYGDTN9HEN.jpg?imageView2/1/w/150/h/112,['6'],466
看着总觉得什么地方不对？,蜀南熟男,https://qiubai-video-web.qiushibaike.com/article/gif/GNWFX5MH8K93LEEZ.jpg?imageView2/1/w/150/h/112,['24'],2765
凿壁偷光的小男孩后来干啥去了？,炼狱人间...,https://qiubai-video-web.qiushibaike.com/JORQAKPTG09923JP_hd.jpg?imageView2/1/w/150/h/112,['69'],1693
怕不怕，我厉害起来自己都打,朴八夜,https://qiubai-video-web.qiushibaike.com/JXLFJQ22NPSEANUU_hd.jpg?imageView2/1/w/150/h/112,['22'],1286
有一天我拣到一支笔，据说是马良用过的……,蜀南熟男,https://qiubai-video-web.qiushibaike.com/article/gif/ADGX32O6X2BVET4Q.jpg?imageView2/1/w/150/h/112,['27'],3531
孩子皮，嘴贱，会是怎样的体验？一个朋友（女）的儿子10岁，次次倒数第一，不写作业，爱玩游戏。一次，朋友教训儿子，儿子一直顶嘴，朋友一气之下，把iPad摔在了地上,放飞的柔...,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['11'],971
大哥，你这样射人家怎么吃菜？哥们，你追了她这么久，不知道他是个男的？,傻妞也,https://qiubai-video-web.qiushibaike.com/article/gif/AYHR1J78QN1W2QK0.jpg?imageView2/1/w/150/h/112,['1'],530
那天喝多了，得罪了我的好兄弟，我当着一桌男男女女，用手比划他的鸡鸡小，他气不过，头一抡就走了。今天捎来话说我：伤人自尊揭人短，不懂“罔谈彼短，靡恃已长”的道理…,寒山宽洪,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['12'],612
五菱再次技压群雄，默默滴从旁边开过……,DF东风...,https://qiubai-video-web.qiushibaike.com/ZMVUQ185DFD6V62U_hd.jpg?imageView2/1/w/150/h/112,['12'],624
好有道理的样子……,疗伤话,https://pic.qiushibaike.com/article/image/1S4S8V6VVB4DZ80X,['4'],321
最后那个很皮，还跳了两下。,捻一丝江...,https://qiubai-video-web.qiushibaike.com/X6ZW6PLDE10SPJ2Z_hd.jpg?imageView2/1/w/150/h/112,['5'],650
转:“画风转的也忒快了”。。。,独夜人,https://qiubai-video-web.qiushibaike.com/article/gif/8XW70IYK1ENV43GU.jpg?imageView2/1/w/150/h/112,['4'],412
我一个同校的师姐，现在四十多，她老公二十多。校友聚餐，师姐给她儿子看她当年大学毕业典礼的照片，她儿子问：“爸爸呢？爸爸站在哪呢？”师姐：“你爸呀，那时他在幼儿园,我是煮茶,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['36'],3141
女朋友不是要房吗，这房还没盖好就这样了，我该肿么办？,傻妞也,https://qiubai-video-web.qiushibaike.com/article/gif/HN2BPTLD8CQIM0FN.jpg?imageView2/1/w/150/h/112,['17'],1203
蛇:宝宝，给个面子行不行啊？我们可是“蛇”啊！,DF东风...,https://qiubai-video-web.qiushibaike.com/VJGDLC5VE9378MVY_hd.jpg?imageView2/1/w/150/h/112,['130'],2856
从理论上和外观上都很符合要求，200分！😄😄,善之若愚,https://pic.qiushibaike.com/system/pictures/12115/121157641/small/KUQKXIPB36YWAPFS.jpg?imageView2/1/w/150/h/112,['1'],288
今天女儿测试考了100分，走路比较嚣张！,欢乐二哈,https://qiubai-video-web.qiushibaike.com/ONC22UTF47D8NP4F_hd.jpg?imageView2/1/w/150/h/112,['32'],1275
爸爸，爸爸请喝水。囡囡真乖。,∞拖拖,https://qiubai-video-web.qiushibaike.com/article/gif/TBQH8K98SO57WR83.jpg?imageView2/1/w/150/h/112,['1'],267
女友跟我讲：感觉是受大脑影响的，比如你吃苹果，脑子里想象吃的是梨，就能够吃出来梨的味道！说着，女友把脚伸过来，让我想象按的不是脚，是‘36D’…过会，女友问：“,狐地瓜大...,https://static.qiushibaike.com/images/web/v4/textDefault.png?v=12eaf94cfd4d3ae0423a3925bb5bbf9c,['36'],1413
终于知道六味地黄丸是怎么来的了,你好，我...,https://pic.qiushibaike.com/article/image/Y3BD7JTDDGO18UHU,['14'],383
老是丟内衣，原来是你偷的,蜀南熟男,https://qiubai-video-web.qiushibaike.com/article/gif/NW0CN2TLSEKIURHG.jpg?imageView2/1/w/150/h/112,['1'],284
岁月是把杀猪刀，怎么说！我信了。,呆呆家的...,https://pic.qiushibaike.com/system/pictures/12118/121184374/small/OL22XAMZW9EDGSK0.jpg?imageView2/1/w/150/h/112,['79'],1109
